genes	logFC	FDR	fact	stage	dnds	avr_exp	avr_exp_f	avr_exp_m
TCM_01175	0.572834242	0.032457585	Any_f_biased	adu	0.2096	50.14845002	41.10947141	34.09041339
TCM_01176	-0.052052125	0.842734516	Not DE	adu	0.0794	75.7898834	68.27035832	88.59271394
TCM_01177	-1.137408001	0.121940566	Not DE	adu	NA	6.187091122	3.088431608	9.326924891
TCM_01178	0.060794752	0.889258925	Not DE	adu	0.2886	15.92715107	11.79235607	14.84703622
TCM_01179	-0.623577182	0.043014644	Any_m_biased	adu	0.3047	12.70841841	8.713631379	17.03461735
TCM_01180	0.58594892	0.056022272	Not DE	adu	0.2472	33.54331361	25.41507742	21.7242299
TCM_01181	-0.239063013	0.630389831	Not DE	adu	0.0775	10.10770867	6.658231046	10.18006606
TCM_01182	0.127609832	0.657352878	Not DE	adu	0.4222	60.92892969	61.17798881	69.22951059
TCM_01183	-0.353561247	0.186280082	Not DE	adu	NA	38.47300007	31.72903488	49.88773756
TCM_01184	-0.154081162	0.600122604	Not DE	adu	0.6213	22.34907446	18.52920535	25.53622521
TCM_01185	0.084649097	0.764588897	Not DE	adu	0.0506	58.917191	57.23031284	68.06393865
TCM_01186	-0.528451169	0.079353968	Not DE	adu	NA	125.8621344	72.15682365	133.4506569
TCM_01187	0.006467123	0.984057753	Not DE	adu	0.1292	32.64043182	27.28568799	34.26388807
TCM_01188	-0.360434192	0.316028584	Not DE	adu	NA	16.50249986	12.40406618	20.44362342
TCM_01189	0.079271788	0.803651833	Not DE	adu	NA	70.06861027	56.06693207	64.72334847
TCM_01190	1.69671014	0.003650482	Any_f_biased	adu	NA	476.7360975	1011.918813	378.6084749
TCM_01191	-1.789464529	0.083329736	Not DE	adu	0.0898	11.46569882	2.034160079	9.374894809
TCM_01192	0.890191107	0.036812077	Any_f_biased	adu	NA	6.945316305	7.042378095	4.972829093
TCM_01193	-0.064982704	0.887298462	Not DE	adu	0.3198	22.33425138	15.99411932	20.63179547
TCM_01194	-0.35110402	0.286430746	Not DE	adu	0.3479	118.1235791	79.12898082	122.2564444
TCM_01195	0.235939154	0.3668539	Not DE	adu	NA	31.65624054	25.46226784	27.10896906
TCM_01196	0.288387616	0.356778699	Not DE	adu	0.1617	40.46718638	29.51939271	30.018502
TCM_01197	-0.702823417	0.253703685	Not DE	adu	NA	70.84135992	26.50487293	57.94900921
TCM_01199	-0.80386347	0.3933302	Not DE	adu	NA	0.575420796	0.51359898	1.161158331
TCM_01200	-3.862043482	0.007289533	M_biased	adu	NA	2.548773764	0.131057241	2.80824352
TCM_01201	1.268463916	0.202885897	Not DE	adu	0.2278	23.23480855	31.73561885	17.08052137
TCM_01202	-0.304197613	0.61764836	Not DE	adu	NA	11.55129213	6.296200511	10.51343838
TCM_01203	-0.312086435	0.702436921	Not DE	adu	0.0676	1.983373733	0.768802091	1.21319865
TCM_01204	-0.09318768	0.760455742	Not DE	adu	0.2558	182.4100229	118.2022533	155.6007562
TCM_01205	-1.898859516	0.002376664	Any_m_biased	adu	0.001	2.876058957	1.267212837	5.916492976
TCM_01206	-2.095620782	0.016443664	M_biased	adu	0.6541	2.964483431	1.105674191	5.839648909
TCM_01207	1.28585655	0.002592841	Any_f_biased	adu	0.1888	21.00204743	23.1304375	12.08267872
TCM_01208	1.564682276	0.008103361	Any_f_biased	adu	0.001	40.25814052	38.12282867	16.46291097
TCM_01209	-0.00323948	0.992575924	Not DE	adu	0.3418	30.85419937	22.13216503	28.07172706
TCM_01210	-0.105852072	0.849194527	Not DE	adu	0.063	38.70440261	22.18722495	28.50635523
TCM_01211	-0.26190454	0.30232532	Not DE	adu	0.2457	46.24358574	31.29792775	47.50133058
TCM_01212	-0.406434121	0.194445489	Not DE	adu	0.1095	39.49591956	29.54073893	49.76470961
TCM_01213	-0.383472046	0.157168174	Not DE	adu	0.0578	49.00471009	30.14365632	48.84075158
TCM_01214	-0.306026699	0.429231204	Not DE	adu	0.001	90.38590044	59.19527695	87.44738264
TCM_01215	0.445103872	0.166048374	Not DE	adu	0.2115	64.026554	88.36895753	81.83682318
TCM_01216	0.57870912	0.04470793	Any_f_biased	adu	0.0428	109.3205828	75.0248366	62.1311639
TCM_01217	0.608074087	0.057638968	Not DE	adu	0.001	19.30478558	21.1254834	17.20008479
TCM_01218	0.25192103	0.270837305	Not DE	adu	NA	31.04449613	24.57033765	26.23232194
TCM_01219	-0.672077865	0.025850941	Any_m_biased	adu	0.001	45.1087356	21.09899651	42.07020563
TCM_01220	1.028482838	0.009562329	Any_f_biased	adu	0.0738	423.2604784	422.0761321	253.8309147
TCM_01221	-0.073153091	0.85612438	Not DE	adu	0.1602	14.03739236	8.976208022	11.50009726
TCM_01222	0.667283163	0.146946699	Not DE	adu	NA	7.099811728	4.853291743	4.007547076
TCM_01223	0.247969144	0.413078323	Not DE	adu	0.1077	42.3632683	41.43248632	44.1993094
TCM_01224	0.793663187	0.016718476	Any_f_biased	adu	0.0725	30.39129623	41.1836546	29.09971295
TCM_01225	0.182826102	0.607222731	Not DE	adu	0.3518	11.36405163	7.356706939	8.304814488
TCM_01226	0.619493592	0.03981471	Any_f_biased	adu	0.0096	194.0909857	131.9969765	105.8046085
TCM_01227	0.582909423	0.080765998	Not DE	adu	0.0952	261.3740534	204.3037209	167.2823788
TCM_01228	-0.486513764	0.139576214	Not DE	adu	0.1574	63.62770632	51.23201606	87.80395755
TCM_01229	-0.423223191	0.149509812	Not DE	adu	NA	36.78068651	22.89192302	38.4994567
TCM_01230	-0.053481522	0.845218587	Not DE	adu	0.3641	131.0395747	96.25316651	124.8183976
TCM_01231	0.342029255	0.234260266	Not DE	adu	0.001	40.53652597	28.16982077	27.43922891
TCM_01232	0.366647294	0.496459843	Not DE	adu	NA	1.952689152	1.420473412	1.417921654
TCM_01233	0.60835991	0.140713081	Not DE	adu	0.001	4.540022628	4.036576102	3.425897674
TCM_01234	0.002134609	0.995730177	Not DE	adu	0.2498	41.23789217	23.30264868	28.78310216
TCM_01235	0.382327457	0.151610524	Not DE	adu	0.001	81.17331957	70.16470467	67.71881016
TCM_01236	-0.230806089	0.676932401	Not DE	adu	0.1571	4.680832615	3.086916111	4.409815643
TCM_01237	0.679545607	0.162936432	Not DE	adu	NA	8.256140868	7.546251461	6.073119004
TCM_01238	0.858184522	0.136038457	Not DE	adu	0.3145	5.122499451	5.110093216	3.673325801
TCM_01239	-0.061924737	0.856772365	Not DE	adu	0.0594	11.48290297	9.084780066	11.67047817
TCM_01240	0.412398297	0.145497448	Not DE	adu	NA	35.2367648	38.05731322	37.13911018
TCM_01241	-0.169427779	0.647436219	Not DE	adu	NA	13.21477456	12.76425852	18.56385126
TCM_01242	-1.356794802	0.020098753	Any_m_biased	adu	0.001	1478.05998	341.1025001	1048.334591
TCM_01243	-0.219489697	0.548552137	Not DE	adu	0.3161	34.93354589	30.42314273	46.84917583
TCM_01244	0.039117497	0.925831376	Not DE	adu	0.001	58.62078368	43.98854102	52.91046155
TCM_01245	0.447170343	0.127619949	Not DE	adu	0.3646	101.5926159	91.00899287	84.4195879
TCM_01246	-0.723209517	0.048853951	Any_m_biased	adu	NA	323.1921588	273.6894129	567.0773351
TCM_01247	-1.232545912	0.203811036	Not DE	adu	NA	2.989211725	3.707041631	11.77314899
TCM_01248	-2.011983079	0.021086518	M_biased	adu	NA	1.919593753	1.130793928	6.188073417
TCM_01249	-1.90133354	0.007882014	Any_m_biased	adu	NA	35.16129782	10.23557163	44.74151951
TCM_01250	-0.311292202	0.343942415	Not DE	adu	0.1528	21.24817813	13.0888859	20.96558185
TCM_01251	-0.364575879	0.189866744	Not DE	adu	0.1674	67.92778601	32.68566346	53.98598912
TCM_01252	-0.402677214	0.116850116	Not DE	adu	NA	59.76930528	42.75894687	71.91114029
TCM_01253	-0.55220179	0.093982102	Not DE	adu	NA	11.59010913	10.39021009	19.53939069
TCM_01254	-0.18977868	0.555750242	Not DE	adu	0.4923	397.9541889	356.6132264	500.7765175
TCM_01255	-0.464730345	0.228906391	Not DE	adu	NA	39.43478046	19.85277197	35.41193716
TCM_01256	-1.482063689	0.000729572	Any_m_biased	adu	NA	35.83482278	16.2988769	57.45546753
TCM_01258	-0.794832905	0.110107206	Not DE	adu	0.1202	50.90473169	15.77607886	34.1594147
TCM_01259	0.179260046	0.649232497	Not DE	adu	NA	7.772392649	5.084894468	5.725504286
TCM_01260	0.074038886	0.85897659	Not DE	adu	NA	45.06932291	34.98605344	41.34624337
TCM_01261	0.03533643	0.956896836	Not DE	adu	0.0915	9.059757032	3.461163088	4.418458628
TCM_01262	0.248475594	0.446929066	Not DE	adu	0.1378	28.29239646	12.57348424	13.53997909
TCM_01263	-1.846604028	0.080455689	Not DE	adu	0.2832	1.579057085	0.810720626	4.033355742
TCM_01264	-1.983012	0.071316812	Not DE	adu	0.4293	0.703973235	0.311130004	1.646896464
TCM_01265	-4.495398878	0.002265916	M_biased	adu	0.2723	2.976667102	0.25069665	7.279645468
TCM_01266	-0.365928536	0.260372114	Not DE	adu	0.1285	114.6692863	65.92555586	102.8188847
TCM_01267	-0.164054584	0.63791011	Not DE	adu	0.138	38.62922226	33.75637153	47.25619104
TCM_01268	-0.249201403	0.400444388	Not DE	adu	0.001	32.5164157	26.64797739	39.38407837
TCM_01269	0.742570463	0.0210116	Any_f_biased	adu	0.0459	167.6409362	217.0728798	159.0214633
TCM_01270	0.089291115	0.857442711	Not DE	adu	0.0277	243.9372409	264.1592034	298.6785135
TCM_01271	-0.712862553	0.056603602	Not DE	adu	0.001	49.57652379	35.62391021	70.86378322
TCM_01272	-0.049627657	0.905353238	Not DE	adu	NA	15.452785	13.77513219	17.4154669
TCM_01273	-0.364920893	0.670964613	Not DE	adu	0.3168	63.17503409	45.91757842	71.93952446
TCM_01274	-4.04780516	0.000272773	M_biased	adu	0.4356	7.909933885	1.833056593	37.88708288
TCM_01275	-1.563655545	0.073136824	Not DE	adu	0.0352	1.579089466	0.542759546	2.145695811
TCM_01276	-1.121737826	0.011524329	Any_m_biased	adu	0.2387	25.06735342	8.890511804	24.20985008
TCM_01277	-0.3094413	0.52247153	Not DE	adu	NA	20.04556617	16.65013046	26.99947615
TCM_01278	-1.122733917	0.1221134	Not DE	adu	NA	2.95412489	2.696695632	8.023410221
TCM_01279	-0.438997952	0.403439174	Not DE	adu	0.1309	31.95763134	21.37772148	38.11473476
TCM_01280	0.481511927	0.227468096	Not DE	adu	0.046	7.565284144	6.381110829	5.961933468
TCM_01281	-0.891431392	0.024324661	Any_m_biased	adu	0.0853	216.6410163	77.27262577	174.3655524
TCM_01282	0.110435536	0.655277177	Not DE	adu	0.0188	79.25889128	55.96829806	65.6612076
TCM_01283	0.791931331	0.043831577	Any_f_biased	adu	0.1875	11.68647474	15.12101245	10.84838976
TCM_01284	0.306938125	0.604219358	Not DE	adu	0.2277	36.97502239	31.6142104	31.23557863
TCM_01285	0.410811443	0.394291644	Not DE	adu	0.001	342.0706347	246.5517641	221.4867727
TCM_01286	0.012189723	0.973578206	Not DE	adu	0.001	226.8058835	210.8166805	259.2109969
TCM_01287	0.31521862	0.25723284	Not DE	adu	0.0802	26.80827412	23.61734333	23.40494097
TCM_01288	-1.195609366	0.004086102	Any_m_biased	adu	0.0527	57.63823628	25.14270689	71.03205595
TCM_01289	-1.537921988	0.062629614	Not DE	adu	NA	3.14818354	1.891904891	6.446133267
TCM_01290	-1.146826277	0.263229573	Not DE	adu	NA	1.919385362	0.916838999	2.458718984
TCM_01291	0.448230674	0.061231843	Not DE	adu	0.0936	45.11721954	45.20417631	41.32952514
TCM_01292	0.134081467	0.671551213	Not DE	adu	NA	328.1169302	261.287602	297.9020827
TCM_01293	-0.058030841	0.829947857	Not DE	adu	0.001	32.7777853	23.02163072	29.7760042
TCM_01294	0.006150364	0.985591109	Not DE	adu	0.001	42.0184774	38.83160423	49.16860791
TCM_01295	0.590003215	0.036684605	Any_f_biased	adu	0.2529	52.48482674	42.71840142	36.03992963
TCM_01296	-0.651894854	0.288657902	Not DE	adu	NA	14.65393907	10.08286976	21.53463013
TCM_01297	0.065774806	0.87308465	Not DE	adu	NA	47.34812069	54.03547465	65.76341222
TCM_01298	0.328314771	0.506127094	Not DE	adu	0.7419	45.24496075	55.86658827	54.84372853
TCM_01299	0.298074429	0.249966848	Not DE	adu	0.0299	39.59394529	34.67576224	35.48013924
TCM_01300	0.388961967	0.22688732	Not DE	adu	0.3958	203.9559804	166.3216866	159.3035813
TCM_01301	0.747788278	0.04271204	Any_f_biased	adu	0.0193	607.4097982	370.6347659	273.7881443
TCM_01302	0.846877991	0.037344939	Any_f_biased	adu	0.0997	26.01558379	21.41375965	15.11773312
TCM_01303	-0.03008668	0.947857866	Not DE	adu	0.2245	10.34583166	7.794820485	9.714045574
TCM_01304	0.649079216	0.096194404	Not DE	adu	0.0555	526.2780382	560.4900807	435.0529279
TCM_01308	-0.059100824	0.941947514	Not DE	adu	0.032	9.349445377	3.692200751	5.172144765
TCM_01310	0.392134994	0.559343651	Not DE	adu	0.0574	8.214525487	1.943839716	1.895606041
TCM_01311	0.38248303	0.317215449	Not DE	adu	0.3074	27.03397053	22.16690973	21.40388619
TCM_01312	0.111966864	0.802342166	Not DE	adu	NA	82.64749813	51.87492044	58.92843394
TCM_01314	-0.762083551	0.201039438	Not DE	adu	NA	8.614330217	3.601502342	8.285851126
TCM_01315	0.302475266	0.399048601	Not DE	adu	NA	146.8686982	141.2692067	147.158401
TCM_01316	0.33383003	0.397321501	Not DE	adu	0.1259	250.6210471	286.0465501	274.5462842
TCM_01317	0.599901727	0.110589064	Not DE	adu	NA	166.4511516	193.4824961	155.1301137
TCM_01318	1.790205884	0.102814595	Not DE	adu	0.4099	7.11035685	2.787843939	0.960220125
TCM_01319	1.053405848	0.132475193	Not DE	adu	NA	7.166279993	2.930610557	1.74944492
TCM_01320	-0.442116892	0.160217542	Not DE	adu	0.3092	23.72254555	28.77416689	47.5525797
TCM_01321	-0.348234748	0.639453834	Not DE	adu	NA	0.577623267	0.654591262	1.073704894
TCM_01322	-0.813618856	0.155863411	Not DE	adu	NA	89.28428973	46.85598218	96.82380909
TCM_01323	0.24644763	0.744400354	Not DE	adu	NA	56.56562689	72.29144395	73.74297252
TCM_01324	0.037889879	0.964194308	Not DE	adu	NA	21.68513524	50.49338727	60.55842764
TCM_01325	0.508496614	0.029453157	Any_f_biased	adu	0.001	44.75068892	42.19246136	37.36646641
TCM_01326	0.402257798	0.135534276	Not DE	adu	0.001	82.06592964	47.88928968	44.96258109
TCM_01327	-0.432105123	0.157401418	Not DE	adu	0.4828	11.48930778	7.333299813	12.55227005
TCM_01328	-0.773382942	0.016944744	Any_m_biased	adu	0.6174	25.66240048	13.34579703	29.3339767
TCM_01329	0.12694742	0.818282609	Not DE	adu	0.001	757.9233304	522.6540947	587.2057916
TCM_01330	-0.128577116	0.873770001	Not DE	adu	0.1963	0.808268727	0.628634662	0.884466761
TCM_01331	-0.166195367	0.656795267	Not DE	adu	0.1118	62.92470626	32.25756647	44.70861102
TCM_01332	-0.542483677	0.259705075	Not DE	adu	0.001	21.05653629	3.695975898	6.994033796
TCM_01333	-0.51847074	0.079878799	Not DE	adu	NA	123.635408	96.55160376	173.7437969
TCM_01334	-3.05190121	0.00294002	M_biased	adu	NA	3.256596764	0.45331557	4.851682452
TCM_01335	-9.098754952	5.32E-05	M_limited	adu	NA	3.759992772	0	5.832638159
TCM_01338	-1.308966886	0.369296517	Not DE	adu	NA	4.141400671	3.11998374	10.55482069
TCM_01339	-0.832923535	0.2939034	Not DE	adu	NA	59.92826129	36.3795276	89.93175074
TCM_01340	1.057637811	0.070461424	Not DE	adu	0.0981	46.33855196	35.5956021	21.32099465
TCM_01341	0.673849491	0.373223241	Not DE	adu	0.001	4.194997678	2.114219523	1.750275505
TCM_01342	0.837501828	0.012865738	Any_f_biased	adu	0.0383	93.72751335	79.89554163	56.90608015
TCM_01343	0.413995454	0.349248117	Not DE	adu	0.1035	40.77826857	22.36754029	21.35886585
TCM_01344	0.371916109	0.196007513	Not DE	adu	0.2933	16.52237383	19.03470082	18.45388151
TCM_01345	-0.431582633	0.334369858	Not DE	adu	0.0836	18.67976721	11.1134718	19.07934746
TCM_01346	0.375886449	0.474470047	Not DE	adu	0.001	19.48842506	11.0997681	10.68165611
TCM_01348	-0.676122664	0.150015655	Not DE	adu	NA	31.27984117	14.00240221	29.69494069
TCM_01349	-0.754245376	0.010494003	Any_m_biased	adu	NA	146.8920469	88.56651289	185.6809595
TCM_01350	-0.081034989	0.791154768	Not DE	adu	0.227	25.50680034	18.7858645	25.16350168
TCM_01351	0.601544477	0.115864227	Not DE	adu	0.0379	54.25002413	61.57009614	49.0135215
TCM_01352	0.999487586	0.056304626	Not DE	adu	NA	13.42876586	5.389341203	3.460413196
TCM_01354	-1.57845865	0.034606405	Any_m_biased	adu	0.0745	15.72445837	1.844986173	6.866544371
TCM_01355	-1.478784804	0.043566545	Any_m_biased	adu	0.1977	4.713098915	0.618405368	2.270372976
TCM_01356	-0.227651781	0.669996448	Not DE	adu	0.0519	15.54805731	10.87365536	16.09384799
TCM_01357	-0.344912371	0.734541061	Not DE	adu	0.001	1.308051664	0.812099524	1.410438653
TCM_01358	0.802372	0.449558106	Not DE	adu	NA	0.798148081	1.130024592	0.80097948
TCM_01359	2.943929294	0.000628841	F_biased	adu	0.1837	4.475645034	8.984395751	1.511878161
TCM_01360	0.48684544	0.617671145	Not DE	adu	NA	534.8307396	1008.172809	802.0376923
TCM_01363	-0.440899001	0.511331577	Not DE	adu	0.1101	4.440813042	1.596184723	2.835759513
TCM_01364	-0.349876662	0.208273924	Not DE	adu	0.001	22.20736674	15.65336604	24.51116147
TCM_01365	0.371190345	0.185587571	Not DE	adu	0.0252	91.74047928	93.313323	92.22260042
TCM_01366	-0.625148033	0.107877726	Not DE	adu	NA	42.77252614	20.10933744	37.69966561
TCM_01367	-0.788424134	0.197587539	Not DE	adu	0.031	3.055627178	1.685184691	3.832800953
TCM_01368	-0.047529908	0.85939699	Not DE	adu	NA	36.42515298	27.64758835	35.98410163
TCM_01369	-0.552444369	0.042801089	Any_m_biased	adu	NA	49.47062877	30.61724054	55.15312207
TCM_01370	-0.357734785	0.520707937	Not DE	adu	NA	18.89026283	9.064671843	15.75932742
TCM_01371	0.306190234	0.168054833	Not DE	adu	0.0652	77.06212409	53.65658861	54.93876872
TCM_01372	-0.563008807	0.075109437	Not DE	adu	0.0437	105.4201622	44.21894441	81.38662678
TCM_01373	-0.190807996	0.634659206	Not DE	adu	0.3172	34.01089271	20.3421576	30.66601013
TCM_01374	0.007233595	0.981034697	Not DE	adu	NA	63.92853693	55.93785049	69.2859217
TCM_01375	0.337479994	0.207489251	Not DE	adu	0.001	189.1010341	128.7447031	127.0757417
TCM_01376	0.074114645	0.803792649	Not DE	adu	0.3075	222.1151989	118.8091011	140.6734645
TCM_01377	0.043899121	0.89591005	Not DE	adu	0.0438	167.2959317	173.6857696	207.7203769
TCM_01378	-0.442366691	0.332816852	Not DE	adu	NA	39.68967173	23.27840733	39.84978781
TCM_01379	1.27740453	0.111695039	Not DE	adu	0.2022	64.75172906	59.14933665	31.65887879
TCM_01380	0.291052853	0.249050801	Not DE	adu	NA	16.93054381	17.04396073	17.74240207
TCM_01381	-0.045096535	0.938932365	Not DE	adu	0.1762	11.49288066	9.581312723	12.52936232
TCM_01382	-0.474637607	0.684837227	Not DE	adu	0.0082	3.188402726	1.356150955	2.507965625
TCM_01383	2.758748283	0.011040163	F_biased	adu	0.1498	70.47037578	116.5801362	23.58694062
TCM_01384	1.785308655	0.003510437	Any_f_biased	adu	0.2214	216.3154424	328.4413574	126.4843766
TCM_01385	-0.325397193	0.387658133	Not DE	adu	0.0522	66.1952577	29.61544732	45.45764503
TCM_01386	-1.227302189	0.007001996	Any_m_biased	adu	NA	69.26591072	48.45134724	143.9778672
TCM_01387	-1.152471653	0.100340443	Not DE	adu	0.1126	2.108077201	1.380397461	4.129906446
TCM_01388	0.447962801	0.11026742	Not DE	adu	0.0407	97.6331338	90.09420227	81.83597612
TCM_01389	-0.150888469	0.566886659	Not DE	adu	0.3926	54.5791957	47.34949209	64.65580093
TCM_01390	-0.096088718	0.772555899	Not DE	adu	0.0446	39.63120717	20.25525571	27.74634072
TCM_01391	0.376770775	0.217721327	Not DE	adu	0.217	66.14709596	71.32071864	67.34572976
TCM_01392	0.000976007	0.99839433	Not DE	adu	0.1461	7.827414738	8.226756238	10.74720667
TCM_01393	0.067063046	0.862757947	Not DE	adu	0.1338	83.40201719	68.11978524	83.54973248
TCM_01394	-0.074746476	0.859433852	Not DE	adu	0.273	30.88203433	25.10938325	34.68487955
TCM_01395	0.324120594	0.358508721	Not DE	adu	0.2907	404.2547682	306.2970018	302.5719
TCM_01396	1.191809108	0.031608668	Any_f_biased	adu	0.0426	6.5724932	7.624446542	3.964815004
TCM_01397	-0.005686755	0.98674024	Not DE	adu	0.156	137.0854191	103.7959196	131.725738
TCM_01398	0.385831557	0.592686808	Not DE	adu	0.6638	1.782309396	2.700014318	2.651665794
TCM_01399	-0.123932146	0.703409371	Not DE	adu	0.1844	19.69903281	15.00027378	21.10879504
TCM_01400	1.146360245	0.022914935	Any_f_biased	adu	0.4236	39.21732	64.45973731	37.40868725
TCM_01401	1.174384684	0.005712063	Any_f_biased	adu	0.1076	122.4130576	183.2436201	103.6719102
TCM_01402	0.819991924	0.077974281	Not DE	adu	0.1624	1300.673744	1060.104093	723.667162
TCM_01403	0.226068353	0.666624766	Not DE	adu	0.001	4.163678034	2.598526846	2.779035247
TCM_01404	0.332296869	0.230914557	Not DE	adu	0.1641	24.28107536	28.97642356	28.14991399
TCM_01405	0.012399394	0.972749721	Not DE	adu	99	45.28221572	42.04577028	52.46227362
TCM_01406	-0.274502124	0.200254511	Not DE	adu	NA	41.00515372	24.67728842	37.76524682
TCM_01407	-0.695004608	0.042059058	Any_m_biased	adu	NA	11.42922585	6.814464624	13.69647442
TCM_01408	-0.317333741	0.488859437	Not DE	adu	0.1393	17.58421104	7.752993685	12.44710433
TCM_01409	-0.241559207	0.387435268	Not DE	adu	NA	58.41693219	40.52911177	60.29523968
TCM_01410	-0.634634192	0.232946651	Not DE	adu	NA	3.188093789	1.748546078	3.425155981
TCM_01411	0.127146069	0.742472054	Not DE	adu	0.0215	524.8076308	229.5663969	258.946211
TCM_01412	0.097517277	0.758994707	Not DE	adu	0.1535	221.6876857	157.8498183	180.4720636
TCM_01413	0.705324549	0.105921249	Not DE	adu	0.9173	16.52082127	17.05886879	12.72848063
TCM_01414	1.05137502	0.005246203	Any_f_biased	adu	NA	42.66661254	46.38652648	27.67311139
TCM_01415	-0.164481304	0.663191398	Not DE	adu	0.0484	16.44920589	10.31285586	14.40023818
TCM_01416	1.54843813	0.036486672	Any_f_biased	adu	NA	18.52524884	31.60760882	12.50361345
TCM_01417	-0.960472012	0.057018799	Not DE	adu	NA	23.62534108	1.98034289	4.885316666
TCM_01418	1.270740128	0.004989698	Any_f_biased	adu	0.0373	17.46507116	13.20993827	6.889258803
